nm_mes;nm_dia;nm_marca;nm_tipo_trecho;nm_sexo;nm_status_marital;nr_idade;fl_culpa_terceiros;nm_categoria_veiculo;nm_preco_veiculo;fl_fraude;nr_apolice;nm_cat_motorista;nr_outros_sinistros;nr_idade_veiculo;fl_testemunhas;nr_carros_envolvidos;nr_ano;nm_tipo_apolice
Junho;Sexta;Chevrolet;Urbano;Mulher;Solteiro;31;0;Sedan;30K até 49K;0;3351;Imprudente;1;6 até 10 anos;0;1 carro;2021;Apenas Casco
Janeiro;Sábado;Chevrolet;Urbano;Homem;Solteiro;31;0;Sedan;30K até 49K;0;272;Imprudente;nenhum;6 até 10 anos;0;1 carro;2021;Apenas Casco
Junho;Quinta;Chevrolet;Urbano;Homem;Solteiro;31;0;Sedan;30K até 49K;0;1649;Imprudente;1;6 até 10 anos;0;1 carro;2021;Apenas Casco
Outubro;Terça;Chevrolet;Urbano;Homem;Casado;31;0;Sedan;30K até 49K;0;312;Cuidadoso;nenhum;11 até 15 anos;0;1 carro;2021;Apenas Casco
Setembro;Segunda;Chevrolet;Urbano;Homem;Solteiro;31;0;Sedan;30K até 49K;0;1765;Cuidadoso;nenhum;11 até 15 anos;0;2 carros;2021;Apenas Casco
Outubro;Terça;Chevrolet;Urbano;Mulher;Casado;31;0;Sedan;30K até 49K;0;14385;Cuidadoso;de 2 até 4;3 até 5 anos;0;1 carro;2023;Apenas Casco
Novembro;Segunda;Chevrolet;Urbano;Homem;Casado;31;0;Esportivo;30K até 49K;0;2562;Cuidadoso;de 2 até 4;3 até 5 anos;0;1 carro;2021;Apenas Terceiro
Agosto;Quinta;Chevrolet;Urbano;Homem;Solteiro;31;0;Esportivo;30K até 49K;0;5164;Cuidadoso;nenhum;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Julho;Segunda;Chevrolet;Urbano;Homem;Solteiro;31;0;Esportivo;30K até 49K;0;4337;Cuidadoso;mais do que 4;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Novembro;Segunda;Chevrolet;Urbano;Homem;Solteiro;31;0;Esportivo;30K até 49K;0;1198;Cuidadoso;de 2 até 4;11 até 15 anos;0;2 carros;2021;Apenas Terceiro
Setembro;Segunda;Chevrolet;Urbano;Mulher;Solteiro;31;0;Esportivo;30K até 49K;0;9543;Cuidadoso;de 2 até 4;3 até 5 anos;0;1 carro;2022;Apenas Terceiro
Outubro;Segunda;Chevrolet;Urbano;Homem;Solteiro;31;0;Esportivo;30K até 49K;0;10116;Cuidadoso;mais do que 4;3 até 5 anos;0;1 carro;2022;Apenas Terceiro
Fevereiro;Segunda;Chevrolet;Urbano;Homem;Casado;31;0;Esportivo;30K até 49K;0;10516;Cuidadoso;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Terceiro
Dezembro;Segunda;Chevrolet;Urbano;Homem;Casado;31;0;Esportivo;30K até 49K;0;10049;Cuidadoso;nenhum;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Janeiro;Terça;Chevrolet;Urbano;Homem;Casado;31;0;Esportivo;30K até 49K;0;11925;Cuidadoso;mais do que 4;6 até 10 anos;0;1 carro;2023;Apenas Terceiro
Setembro;Segunda;Chevrolet;Urbano;Mulher;Casado;31;0;Esportivo;30K até 49K;0;11440;Cuidadoso;de 2 até 4;6 até 10 anos;0;3 até 4 carros;2023;Apenas Terceiro
Janeiro;Terça;Chevrolet;Urbano;Homem;Solteiro;31;1;Sedan;30K até 49K;0;105;Cuidadoso;de 2 até 4;11 até 15 anos;0;1 carro;2021;Segurado + Terceiro
Julho;Segunda;Chevrolet;Urbano;Homem;Casado;31;1;Sedan;30K até 49K;0;13751;Cuidadoso;nenhum;11 até 15 anos;0;1 carro;2023;Segurado + Terceiro
Agosto;Sábado;Chevrolet;Urbano;Homem;Casado;31;1;Sedan;30K até 49K;0;4372;Cuidadoso;1;6 até 10 anos;0;1 carro;2021;Apenas Casco
Março;Quinta;Chevrolet;Urbano;Homem;Casado;31;1;Sedan;30K até 49K;0;2416;Cuidadoso;nenhum;6 até 10 anos;0;2 carros;2021;Apenas Casco
Outubro;Sábado;Chevrolet;Urbano;Homem;Solteiro;31;1;Sedan;30K até 49K;0;7143;Cuidadoso;nenhum;3 até 5 anos;0;1 carro;2022;Apenas Casco
Janeiro;Domingo;Chevrolet;Urbano;Mulher;Casado;31;1;Sedan;30K até 49K;0;8562;Cuidadoso;nenhum;6 até 10 anos;0;1 carro;2022;Apenas Casco
Agosto;Quinta;Chevrolet;Urbano;Mulher;Solteiro;31;1;Sedan;30K até 49K;0;9669;Cuidadoso;1;6 até 10 anos;0;1 carro;2022;Apenas Casco
Maio;Quarta;Chevrolet;Urbano;Mulher;Solteiro;31;1;Sedan;30K até 49K;1;10711;Cuidadoso;nenhum;6 até 10 anos;0;2 carros;2022;Apenas Casco
Setembro;Quarta;Chevrolet;Rural;Homem;Casado;32;0;Sedan;30K até 49K;0;5921;Cuidadoso;nenhum;6 até 10 anos;0;1 carro;2021;Apenas Casco
Julho;Domingo;Chevrolet;Rural;Mulher;Casado;32;0;Sedan;30K até 49K;0;9331;Cuidadoso;nenhum;6 até 10 anos;0;1 carro;2022;Apenas Casco
Maio;Segunda;Chevrolet;Rural;Homem;Solteiro;32;1;Sedan;30K até 49K;0;2038;Cuidadoso;de 2 até 4;6 até 10 anos;0;2 carros;2021;Apenas Casco
Março;Terça;Chevrolet;Urbano;Mulher;Casado;32;0;Sedan;30K até 49K;1;2424;Cuidadoso;1;6 até 10 anos;0;1 carro;2021;Segurado + Terceiro
Abril;Quarta;Chevrolet;Urbano;Homem;Casado;32;0;Sedan;30K até 49K;1;3000;Cuidadoso;1;6 até 10 anos;0;1 carro;2021;Segurado + Terceiro
Junho;Segunda;Chevrolet;Urbano;Homem;Casado;32;0;Sedan;30K até 49K;0;142;Cuidadoso;1;6 até 10 anos;0;1 carro;2021;Segurado + Terceiro
Maio;Quinta;Chevrolet;Urbano;Homem;Casado;32;0;Sedan;30K até 49K;0;3266;Cuidadoso;de 2 até 4;6 até 10 anos;0;1 carro;2021;Segurado + Terceiro
Janeiro;Terça;Chevrolet;Urbano;Homem;Casado;32;0;Sedan;30K até 49K;0;5076;Cuidadoso;de 2 até 4;11 até 15 anos;1;1 carro;2021;Segurado + Terceiro
Fevereiro;Segunda;Chevrolet;Urbano;Homem;Casado;32;0;Sedan;30K até 49K;0;8793;Cuidadoso;de 2 até 4;11 até 15 anos;0;1 carro;2022;Segurado + Terceiro
Março;Sexta;Chevrolet;Urbano;Homem;Casado;32;0;Sedan;30K até 49K;0;13834;Cuidadoso;1;3 até 5 anos;0;1 carro;2023;Segurado + Terceiro
Julho;Segunda;Chevrolet;Urbano;Homem;Casado;32;0;Sedan;30K até 49K;0;11220;Cuidadoso;nenhum;6 até 10 anos;0;1 carro;2022;Apenas Casco
Maio;Sábado;Chevrolet;Urbano;Mulher;Casado;32;0;Sedan;30K até 49K;0;11707;Cuidadoso;1;6 até 10 anos;0;1 carro;2023;Apenas Casco
Janeiro;Quinta;Chevrolet;Urbano;Homem;Casado;32;0;Esportivo;30K até 49K;0;3533;Cuidadoso;mais do que 4;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Outubro;Quinta;Chevrolet;Urbano;Homem;Solteiro;32;0;Esportivo;30K até 49K;0;3815;Cuidadoso;1;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Maio;Sexta;Chevrolet;Urbano;Mulher;Solteiro;32;0;Esportivo;30K até 49K;0;8307;Cuidadoso;nenhum;3 até 5 anos;0;1 carro;2022;Apenas Terceiro
Outubro;Quinta;Chevrolet;Urbano;Mulher;Solteiro;32;0;Esportivo;30K até 49K;0;7783;Cuidadoso;de 2 até 4;3 até 5 anos;0;1 carro;2022;Apenas Terceiro
Fevereiro;Quarta;Chevrolet;Urbano;Homem;Solteiro;32;0;Esportivo;30K até 49K;0;6832;Cuidadoso;de 2 até 4;3 até 5 anos;0;1 carro;2022;Apenas Terceiro
Novembro;Sábado;Chevrolet;Urbano;Mulher;Solteiro;32;0;Esportivo;30K até 49K;0;7824;Cuidadoso;1;6 até 10 anos;0;1 carro;2022;Apenas Terceiro
Abril;Segunda;Chevrolet;Urbano;Homem;Solteiro;32;0;Esportivo;30K até 49K;0;7351;Cuidadoso;de 2 até 4;11 até 15 anos;0;2 carros;2022;Apenas Terceiro
Julho;Sexta;Chevrolet;Urbano;Homem;Casado;32;0;Esportivo;30K até 49K;0;13183;Cuidadoso;de 2 até 4;11 até 15 anos;0;1 carro;2023;Apenas Terceiro
Março;Quinta;Chevrolet;Urbano;Mulher;Casado;32;1;Sedan;30K até 49K;0;9341;Cuidadoso;nenhum;6 até 10 anos;0;1 carro;2022;Segurado + Terceiro
Outubro;Domingo;Chevrolet;Urbano;Mulher;Solteiro;32;1;Sedan;30K até 49K;0;11217;Cuidadoso;1;6 até 10 anos;0;1 carro;2022;Segurado + Terceiro
Setembro;Sexta;Chevrolet;Urbano;Homem;Casado;32;1;Sedan;30K até 49K;0;11971;Cuidadoso;1;6 até 10 anos;0;2 carros;2023;Segurado + Terceiro
Outubro;Quinta;Chevrolet;Urbano;Homem;Casado;32;1;Sedan;30K até 49K;0;7661;Cuidadoso;nenhum;3 até 5 anos;0;1 carro;2022;Apenas Casco
Dezembro;Sábado;Chevrolet;Urbano;Homem;Solteiro;32;1;Sedan;30K até 49K;0;14961;Cuidadoso;mais do que 4;6 até 10 anos;0;1 carro;2023;Apenas Casco
Janeiro;Quinta;Chevrolet;Urbano;Mulher;Casado;32;1;Esportivo;30K até 49K;0;2002;Cuidadoso;mais do que 4;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Maio;Sexta;Chevrolet;Rural;Mulher;Casado;33;0;Sedan;30K até 49K;0;10759;Cuidadoso;1;6 até 10 anos;0;1 carro;2022;Apenas Casco
Setembro;Sábado;Chevrolet;Urbano;Mulher;Casado;33;0;Sedan;30K até 49K;1;6107;Cuidadoso;nenhum;11 até 15 anos;0;1 carro;2021;Segurado + Terceiro
Março;Sexta;Chevrolet;Urbano;Homem;Solteiro;33;0;Sedan;30K até 49K;0;4347;Cuidadoso;de 2 até 4;6 até 10 anos;0;3 até 4 carros;2021;Segurado + Terceiro
Outubro;Sábado;Chevrolet;Urbano;Homem;Casado;33;0;Sedan;30K até 49K;0;10956;Cuidadoso;nenhum;3 até 5 anos;0;1 carro;2022;Segurado + Terceiro
Junho;Quinta;Chevrolet;Urbano;Homem;Solteiro;33;0;Sedan;30K até 49K;0;9750;Cuidadoso;nenhum;11 até 15 anos;0;1 carro;2022;Segurado + Terceiro
Julho;Terça;Chevrolet;Urbano;Homem;Solteiro;33;0;Sedan;30K até 49K;0;15264;Cuidadoso;1;11 até 15 anos;0;1 carro;2023;Segurado + Terceiro
Fevereiro;Quinta;Chevrolet;Urbano;Homem;Solteiro;33;0;Sedan;30K até 49K;0;3057;Cuidadoso;nenhum;6 até 10 anos;0;1 carro;2021;Apenas Casco
Fevereiro;Segunda;Chevrolet;Urbano;Homem;Casado;33;0;Sedan;30K até 49K;0;5067;Cuidadoso;1;11 até 15 anos;0;1 carro;2021;Apenas Casco
Janeiro;Sexta;Chevrolet;Urbano;Mulher;Casado;33;0;Sedan;30K até 49K;1;9270;Cuidadoso;mais do que 4;6 até 10 anos;0;1 carro;2022;Apenas Casco
Dezembro;Domingo;Chevrolet;Urbano;Homem;Solteiro;33;0;Sedan;30K até 49K;0;9208;Cuidadoso;nenhum;6 até 10 anos;0;1 carro;2022;Apenas Casco
Novembro;Sábado;Chevrolet;Urbano;Homem;Solteiro;33;0;Sedan;30K até 49K;0;10609;Cuidadoso;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Casco
Novembro;Sábado;Chevrolet;Urbano;Mulher;Solteiro;33;0;Sedan;30K até 49K;1;15376;Cuidadoso;nenhum;3 até 5 anos;0;3 até 4 carros;2023;Apenas Casco
Outubro;Sábado;Chevrolet;Urbano;Mulher;Solteiro;33;0;Esportivo;30K até 49K;0;420;Cuidadoso;de 2 até 4;3 até 5 anos;0;1 carro;2021;Apenas Terceiro
Junho;Quarta;Chevrolet;Urbano;Mulher;Casado;33;0;Esportivo;30K até 49K;0;4781;Cuidadoso;mais do que 4;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Maio;Segunda;Chevrolet;Urbano;Homem;Solteiro;33;0;Esportivo;30K até 49K;0;10939;Cuidadoso;mais do que 4;6 até 10 anos;0;1 carro;2022;Apenas Terceiro
Maio;Terça;Chevrolet;Urbano;Homem;Solteiro;33;0;Esportivo;30K até 49K;0;8927;Cuidadoso;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Dezembro;Quarta;Chevrolet;Urbano;Homem;Solteiro;33;0;Esportivo;30K até 49K;0;14804;Cuidadoso;1;3 até 5 anos;0;1 carro;2023;Apenas Terceiro
Dezembro;Quinta;Chevrolet;Urbano;Mulher;Solteiro;33;0;Esportivo;30K até 49K;0;12850;Cuidadoso;de 2 até 4;6 até 10 anos;0;1 carro;2023;Apenas Terceiro
Janeiro;Sexta;Chevrolet;Urbano;Homem;Solteiro;33;0;Esportivo;30K até 49K;0;15001;Cuidadoso;mais do que 4;11 até 15 anos;0;1 carro;2023;Apenas Terceiro
Junho;Quinta;Chevrolet;Urbano;Homem;Casado;33;1;Sedan;30K até 49K;0;12271;Cuidadoso;nenhum;11 até 15 anos;0;1 carro;2023;Segurado + Terceiro
Outubro;Terça;Chevrolet;Urbano;Homem;Casado;33;1;Sedan;30K até 49K;0;2712;Cuidadoso;nenhum;3 até 5 anos;0;1 carro;2021;Apenas Casco
Outubro;Quinta;Chevrolet;Urbano;Mulher;Casado;33;1;Sedan;30K até 49K;0;10808;Cuidadoso;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Casco
Abril;Sábado;Chevrolet;Urbano;Homem;Casado;33;1;Sedan;30K até 49K;0;6585;Cuidadoso;nenhum;11 até 15 anos;0;1 carro;2022;Apenas Casco
Janeiro;Quarta;Chevrolet;Urbano;Mulher;Solteiro;33;1;Esportivo;30K até 49K;0;8804;Cuidadoso;nenhum;6 até 10 anos;0;1 carro;2022;Apenas Terceiro
Julho;Terça;Chevrolet;Urbano;Homem;Casado;33;1;Esportivo;30K até 49K;0;10686;Cuidadoso;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Novembro;Terça;Chevrolet;Urbano;Homem;Solteiro;34;0;Sedan;30K até 49K;0;1557;Cuidadoso;mais do que 4;3 até 5 anos;0;1 carro;2021;Apenas Casco
Outubro;Sexta;Chevrolet;Urbano;Homem;Solteiro;34;0;Esportivo;30K até 49K;0;10018;Cuidadoso;mais do que 4;1 até 2 anos;0;2 carros;2022;Apenas Terceiro
Agosto;Segunda;Chevrolet;Rural;Homem;Casado;34;0;Esportivo;30K até 49K;0;14600;Cuidadoso;nenhum;11 até 15 anos;0;1 carro;2023;Apenas Terceiro
Agosto;Segunda;Chevrolet;Urbano;Homem;Casado;34;0;Sedan;30K até 49K;0;1116;Cuidadoso;nenhum;6 até 10 anos;0;1 carro;2021;Apenas Casco
Junho;Sexta;Chevrolet;Urbano;Homem;Solteiro;34;0;Sedan;30K até 49K;1;4396;Cuidadoso;de 2 até 4;6 até 10 anos;0;1 carro;2021;Apenas Casco
Setembro;Quarta;Chevrolet;Urbano;Mulher;Casado;34;0;Sedan;30K até 49K;0;8372;Cuidadoso;de 2 até 4;3 até 5 anos;0;1 carro;2022;Apenas Casco
Julho;Sexta;Chevrolet;Urbano;Homem;Solteiro;34;0;Sedan;30K até 49K;0;6824;Cuidadoso;mais do que 4;6 até 10 anos;0;1 carro;2022;Apenas Casco
Março;Quinta;Chevrolet;Urbano;Homem;Casado;34;0;Sedan;30K até 49K;0;7569;Cuidadoso;mais do que 4;11 até 15 anos;0;1 carro;2022;Apenas Casco
Abril;Quinta;Chevrolet;Urbano;Homem;Casado;34;0;Sedan;30K até 49K;0;7504;Cuidadoso;nenhum;11 até 15 anos;0;3 até 4 carros;2022;Apenas Casco
Dezembro;Domingo;Chevrolet;Urbano;Homem;Casado;34;0;Sedan;30K até 49K;0;13467;Cuidadoso;1;11 até 15 anos;0;1 carro;2023;Apenas Casco
Fevereiro;Sexta;Chevrolet;Urbano;Homem;Casado;34;0;Sedan;30K até 49K;0;14251;Cuidadoso;1;11 até 15 anos;0;1 carro;2023;Apenas Casco
Setembro;Domingo;Chevrolet;Urbano;Homem;Solteiro;34;0;Esportivo;30K até 49K;0;3185;Cuidadoso;de 2 até 4;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Fevereiro;Sexta;Chevrolet;Urbano;Homem;Solteiro;34;0;Esportivo;30K até 49K;0;15375;Cuidadoso;1;6 até 10 anos;0;1 carro;2023;Apenas Terceiro
Setembro;Segunda;Chevrolet;Urbano;Homem;Solteiro;34;0;Esportivo;30K até 49K;0;13059;Cuidadoso;de 2 até 4;6 até 10 anos;0;1 carro;2023;Apenas Terceiro
Junho;Quarta;Chevrolet;Urbano;Mulher;Solteiro;34;0;Esportivo;30K até 49K;0;12331;Cuidadoso;1;11 até 15 anos;0;1 carro;2023;Apenas Terceiro
Maio;Sexta;Chevrolet;Urbano;Mulher;Solteiro;34;1;Sedan;30K até 49K;0;1512;Cuidadoso;nenhum;6 até 10 anos;0;1 carro;2021;Segurado + Terceiro
Setembro;Quarta;Chevrolet;Urbano;Homem;Solteiro;34;1;Sedan;30K até 49K;0;1607;Cuidadoso;nenhum;6 até 10 anos;0;1 carro;2021;Segurado + Terceiro
Fevereiro;Quarta;Chevrolet;Urbano;Homem;Casado;34;1;Sedan;30K até 49K;0;6986;Cuidadoso;nenhum;11 até 15 anos;0;1 carro;2022;Apenas Casco
Setembro;Terça;Chevrolet;Urbano;Homem;Casado;34;1;Sedan;30K até 49K;0;14681;Cuidadoso;de 2 até 4;6 até 10 anos;0;1 carro;2023;Apenas Casco
Outubro;Terça;Chevrolet;Urbano;Homem;Solteiro;34;1;Sedan;30K até 49K;0;14369;Cuidadoso;nenhum;6 até 10 anos;0;1 carro;2023;Apenas Casco
Agosto;Terça;Chevrolet;Urbano;Homem;Casado;34;1;Esportivo;30K até 49K;0;397;Cuidadoso;de 2 até 4;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Abril;Quinta;Chevrolet;Rural;Homem;Casado;35;0;Sedan;30K até 49K;0;1043;Cuidadoso;1;11 até 15 anos;0;1 carro;2021;Apenas Casco
Outubro;Sábado;Chevrolet;Rural;Homem;Solteiro;35;0;Esportivo;30K até 49K;0;4071;Cuidadoso;nenhum;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Agosto;Quarta;Chevrolet;Urbano;Homem;Casado;35;0;Sedan;30K até 49K;1;5762;Cuidadoso;de 2 até 4;6 até 10 anos;0;1 carro;2021;Segurado + Terceiro
Dezembro;Sábado;Chevrolet;Urbano;Mulher;Solteiro;35;0;Sedan;30K até 49K;0;13041;Cuidadoso;de 2 até 4;3 até 5 anos;0;1 carro;2023;Segurado + Terceiro
Fevereiro;Sexta;Chevrolet;Urbano;Homem;Casado;35;0;Sedan;30K até 49K;0;12320;Cuidadoso;1;6 até 10 anos;0;1 carro;2023;Segurado + Terceiro
Março;Domingo;Chevrolet;Urbano;Homem;Solteiro;35;0;Sedan;30K até 49K;0;5785;Cuidadoso;de 2 até 4;6 até 10 anos;0;1 carro;2021;Apenas Casco
Novembro;Domingo;Chevrolet;Urbano;Homem;Solteiro;35;0;Sedan;30K até 49K;0;637;Cuidadoso;de 2 até 4;6 até 10 anos;0;1 carro;2021;Apenas Casco
Setembro;Sábado;Chevrolet;Urbano;Homem;Solteiro;35;0;Sedan;30K até 49K;0;5440;Cuidadoso;nenhum;11 até 15 anos;0;2 carros;2021;Apenas Casco
Setembro;Terça;Chevrolet;Urbano;Homem;Solteiro;35;0;Sedan;30K até 49K;0;9685;Cuidadoso;nenhum;11 até 15 anos;0;1 carro;2022;Apenas Casco
Fevereiro;Sexta;Chevrolet;Urbano;Mulher;Solteiro;35;0;Esportivo;30K até 49K;0;1898;Cuidadoso;mais do que 4;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Janeiro;Sábado;Chevrolet;Urbano;Mulher;Solteiro;35;0;Esportivo;30K até 49K;0;1914;Cuidadoso;mais do que 4;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Abril;Domingo;Chevrolet;Urbano;Homem;Solteiro;35;0;Esportivo;30K até 49K;0;11303;Cuidadoso;nenhum;6 até 10 anos;0;1 carro;2022;Apenas Terceiro
Fevereiro;Segunda;Chevrolet;Urbano;Homem;Solteiro;35;0;Esportivo;30K até 49K;0;12091;Cuidadoso;mais do que 4;11 até 15 anos;0;1 carro;2023;Apenas Terceiro
Abril;Domingo;Chevrolet;Urbano;Homem;Casado;35;1;Sedan;30K até 49K;0;3099;Cuidadoso;1;3 até 5 anos;0;1 carro;2021;Segurado + Terceiro
Janeiro;Sábado;Chevrolet;Urbano;Mulher;Casado;35;1;Sedan;30K até 49K;0;102;Cuidadoso;1;6 até 10 anos;0;1 carro;2021;Segurado + Terceiro
Dezembro;Sexta;Chevrolet;Urbano;Homem;Casado;35;1;Sedan;30K até 49K;0;5070;Cuidadoso;1;6 até 10 anos;0;1 carro;2021;Segurado + Terceiro
Novembro;Domingo;Chevrolet;Urbano;Homem;Casado;35;1;Sedan;30K até 49K;1;8314;Cuidadoso;nenhum;6 até 10 anos;0;1 carro;2022;Segurado + Terceiro
Abril;Sexta;Chevrolet;Urbano;Homem;Casado;35;1;Sedan;30K até 49K;0;7682;Cuidadoso;1;11 até 15 anos;0;1 carro;2022;Segurado + Terceiro
Outubro;Quinta;Chevrolet;Urbano;Homem;Solteiro;35;1;Sedan;30K até 49K;0;6251;Cuidadoso;de 2 até 4;11 até 15 anos;0;1 carro;2022;Segurado + Terceiro
Julho;Quarta;Chevrolet;Urbano;Homem;Casado;35;1;Sedan;30K até 49K;0;12570;Cuidadoso;1;6 até 10 anos;0;1 carro;2023;Segurado + Terceiro
Setembro;Segunda;Chevrolet;Urbano;Homem;Casado;35;1;Sedan;30K até 49K;0;10552;Cuidadoso;nenhum;3 até 5 anos;0;1 carro;2022;Apenas Casco
Setembro;Terça;Chevrolet;Urbano;Homem;Casado;35;1;Sedan;30K até 49K;0;8557;Cuidadoso;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Casco
Janeiro;Domingo;Chevrolet;Urbano;Mulher;Casado;35;1;Esportivo;30K até 49K;0;9291;Cuidadoso;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Terceiro
Maio;Sábado;Chevrolet;Urbano;Homem;Casado;35;1;Esportivo;30K até 49K;0;6601;Cuidadoso;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Terceiro
Outubro;Domingo;Chevrolet;Urbano;Homem;Solteiro;36;0;Sedan;30K até 49K;1;7052;Cuidadoso;nenhum;1 até 2 anos;0;1 carro;2022;Segurado + Terceiro
Outubro;Sexta;Chevrolet;Urbano;Homem;Casado;36;0;Sedan;30K até 49K;0;1703;Cuidadoso;nenhum;11 até 15 anos;0;1 carro;2021;Segurado + Terceiro
Janeiro;Sábado;Chevrolet;Urbano;Homem;Casado;36;0;Sedan;30K até 49K;0;8488;Cuidadoso;nenhum;11 até 15 anos;0;3 até 4 carros;2022;Segurado + Terceiro
Abril;Sábado;Chevrolet;Urbano;Homem;Casado;36;0;Sedan;30K até 49K;1;11415;Cuidadoso;de 2 até 4;11 até 15 anos;0;1 carro;2023;Segurado + Terceiro
Agosto;Quarta;Chevrolet;Urbano;Homem;Casado;36;0;Sedan;30K até 49K;0;5773;Cuidadoso;nenhum;> 15 anos;0;1 carro;2021;Apenas Casco
Abril;Quinta;Chevrolet;Urbano;Homem;Casado;36;0;Sedan;30K até 49K;0;14710;Cuidadoso;de 2 até 4;11 até 15 anos;0;1 carro;2023;Apenas Casco
Outubro;Sábado;Chevrolet;Urbano;Mulher;Casado;36;0;Esportivo;30K até 49K;0;4216;Cuidadoso;de 2 até 4;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Agosto;Segunda;Chevrolet;Urbano;Homem;Casado;36;0;Esportivo;30K até 49K;0;2507;Cuidadoso;de 2 até 4;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Fevereiro;Quarta;Chevrolet;Urbano;Homem;Casado;36;0;Esportivo;30K até 49K;0;3455;Cuidadoso;mais do que 4;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Novembro;Sábado;Chevrolet;Urbano;Homem;Solteiro;36;0;Esportivo;30K até 49K;0;3755;Cuidadoso;mais do que 4;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Julho;Segunda;Chevrolet;Urbano;Homem;Casado;36;0;Esportivo;30K até 49K;0;7706;Cuidadoso;nenhum;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Julho;Sábado;Chevrolet;Urbano;Homem;Casado;36;0;Esportivo;30K até 49K;0;14415;Cuidadoso;nenhum;3 até 5 anos;0;1 carro;2023;Apenas Terceiro
Dezembro;Segunda;Chevrolet;Urbano;Homem;Solteiro;36;0;Esportivo;30K até 49K;0;13416;Cuidadoso;de 2 até 4;11 até 15 anos;0;1 carro;2023;Apenas Terceiro
Agosto;Quarta;Chevrolet;Urbano;Homem;Solteiro;36;1;Sedan;30K até 49K;0;9248;Cuidadoso;1;11 até 15 anos;0;1 carro;2022;Segurado + Terceiro
Junho;Segunda;Chevrolet;Urbano;Mulher;Casado;36;1;Sedan;30K até 49K;0;3401;Cuidadoso;1;11 até 15 anos;0;1 carro;2021;Apenas Casco
Julho;Sexta;Chevrolet;Urbano;Homem;Casado;36;1;Sedan;30K até 49K;0;2374;Cuidadoso;de 2 até 4;> 15 anos;0;2 carros;2021;Apenas Casco
Maio;Terça;Chevrolet;Urbano;Mulher;Casado;36;1;Esportivo;30K até 49K;0;15050;Cuidadoso;mais do que 4;11 até 15 anos;0;1 carro;2023;Apenas Terceiro
Outubro;Segunda;Chevrolet;Rural;Homem;Casado;37;0;Sedan;30K até 49K;0;12482;Cuidadoso;nenhum;6 até 10 anos;0;1 carro;2023;Segurado + Terceiro
Março;Quinta;Chevrolet;Rural;Homem;Solteiro;37;0;Sedan;30K até 49K;0;5192;Cuidadoso;de 2 até 4;6 até 10 anos;0;1 carro;2021;Apenas Casco
Março;Quarta;Chevrolet;Rural;Mulher;Solteiro;37;0;Sedan;30K até 49K;0;237;Cuidadoso;de 2 até 4;11 até 15 anos;1;1 carro;2021;Apenas Casco
Novembro;Sábado;Chevrolet;Urbano;Homem;Casado;37;0;Sedan;30K até 49K;0;5250;Cuidadoso;nenhum;6 até 10 anos;0;1 carro;2021;Segurado + Terceiro
Maio;Domingo;Chevrolet;Urbano;Mulher;Casado;37;0;Sedan;30K até 49K;0;1001;Cuidadoso;1;11 até 15 anos;0;1 carro;2021;Segurado + Terceiro
Agosto;Quinta;Chevrolet;Urbano;Homem;Casado;37;0;Sedan;30K até 49K;0;214;Cuidadoso;nenhum;11 até 15 anos;0;1 carro;2021;Segurado + Terceiro
Janeiro;Terça;Chevrolet;Urbano;Homem;Solteiro;37;0;Sedan;30K até 49K;0;13491;Cuidadoso;1;11 até 15 anos;0;1 carro;2023;Segurado + Terceiro
Abril;Quarta;Chevrolet;Urbano;Homem;Casado;37;0;Sedan;30K até 49K;1;3011;Cuidadoso;mais do que 4;11 até 15 anos;0;1 carro;2021;Apenas Casco
Maio;Quarta;Chevrolet;Urbano;Homem;Casado;37;0;Sedan;30K até 49K;0;8227;Cuidadoso;1;11 até 15 anos;0;1 carro;2022;Apenas Casco
